relation,sex,age_code,job_type,start_type,start_time_num_6,start_zcode_num,act_num,mode_num,trip_time_num_6,end_type,end_zcode_num,Cluster
2,1,1,0,0.0,155,38.0,0.0,2.0,30,0.0,38.0,6
1,1,5,5,0.0,0,41.0,0.0,0.0,80,0.0,41.0,7
1,1,8,1,0.0,132,36.0,0.0,1.0,108,0.0,36.0,7
0,0,8,5,0.0,205,30.0,0.0,1.0,35,0.0,30.0,5
0,1,6,8,0.0,182,51.0,0.0,1.0,58,0.0,51.0,3
1,1,6,1,4.0,153,15.0,1.0,3.0,5,4.0,15.0,7
2,0,1,0,0.0,160,10.0,1.0,7.0,1,4.0,10.0,9
1,1,11,1,0.0,0,12.0,0.0,0.0,120,0.0,12.0,7
2,0,1,0,0.0,0,27.0,0.0,0.0,75,0.0,27.0,9
0,0,7,5,1.0,185,23.0,1.0,4.0,12,0.0,10.0,4
4,1,9,1,0.0,0,8.0,0.0,0.0,110,0.0,8.0,3
2,0,1,0,2.0,83,18.0,3.0,2.0,80,2.0,18.0,9
0,1,12,1,4.0,135,30.0,8.0,2.0,40,4.0,30.0,3
1,1,7,1,0.0,190,19.0,0.0,1.0,50,0.0,19.0,7
0,0,8,3,0.0,0,11.0,0.0,0.0,75,0.0,11.0,5
1,1,6,1,0.0,110,63.0,1.0,5.0,2,4.0,63.0,7
0,0,7,7,1.0,175,63.0,1.0,5.0,6,0.0,36.0,4
2,0,4,1,4.0,130,20.0,4.0,2.0,8,4.0,20.0,0
1,1,9,1,0.0,0,15.0,0.0,0.0,118,0.0,15.0,7
1,1,9,3,4.0,89,75.0,1.0,5.0,3,4.0,75.0,7
1,1,6,1,0.0,0,42.0,0.0,0.0,120,0.0,42.0,7
0,0,3,8,0.0,196,22.0,0.0,1.0,44,0.0,22.0,8
2,0,0,0,0.0,82,36.0,1.0,3.0,1,2.0,36.0,1
0,0,6,8,0.0,65,10.0,1.0,4.0,8,1.0,1.0,8
2,1,0,0,4.0,182,8.0,1.0,3.0,5,0.0,8.0,2
0,0,6,5,1.0,77,25.0,2.0,2.0,100,1.0,25.0,8
1,1,8,1,4.0,125,70.0,5.0,2.0,10,4.0,70.0,7
0,0,9,7,0.0,90,64.0,1.0,5.0,2,1.0,64.0,4
0,0,6,4,0.0,70,28.0,1.0,4.0,10,1.0,32.0,8
0,0,4,3,1.0,182,2.0,1.0,5.0,6,0.0,18.0,8
0,0,11,8,0.0,80,7.0,0.0,1.0,160,0.0,7.0,8
2,0,2,8,1.0,175,43.0,1.0,4.0,2,0.0,43.0,0
0,0,12,1,0.0,85,18.0,1.0,4.0,5,4.0,18.0,8
0,0,7,8,4.0,182,21.0,1.0,5.0,6,0.0,2.0,4
0,0,7,8,0.0,207,14.0,0.0,1.0,33,0.0,14.0,4
2,1,2,1,0.0,150,11.0,0.0,1.0,90,0.0,11.0,6
0,0,7,5,0.0,188,73.0,0.0,2.0,2,0.0,73.0,4
2,1,1,0,0.0,0,58.0,0.0,0.0,80,0.0,58.0,6
1,1,7,1,0.0,157,22.0,0.0,1.0,83,0.0,22.0,7
1,1,9,4,1.0,90,18.0,2.0,2.0,90,1.0,18.0,7
2,1,4,5,0.0,80,6.0,1.0,4.0,7,1.0,16.0,6
0,0,3,7,0.0,192,49.0,0.0,1.0,48,0.0,49.0,4
0,0,7,7,1.0,82,32.0,2.0,2.0,18,1.0,32.0,4
0,0,6,5,0.0,213,32.0,0.0,1.0,27,0.0,32.0,8
2,1,0,0,0.0,197,29.0,0.0,1.0,43,0.0,29.0,2
1,1,7,2,0.0,0,13.0,0.0,0.0,77,0.0,13.0,7
0,0,8,7,4.0,198,20.0,1.0,5.0,4,0.0,19.0,5
2,0,2,8,0.0,0,7.0,0.0,0.0,80,0.0,7.0,0
2,1,0,0,2.0,145,31.0,1.0,3.0,2,0.0,31.0,2
0,0,10,6,0.0,161,33.0,0.0,1.0,79,0.0,33.0,8
2,0,1,0,2.0,85,14.0,3.0,2.0,105,2.0,14.0,9
0,0,5,5,0.0,0,46.0,0.0,0.0,71,0.0,46.0,8
0,0,7,5,1.0,77,38.0,2.0,2.0,103,1.0,38.0,4
2,0,4,5,0.0,195,45.0,0.0,1.0,45,0.0,45.0,0
1,1,6,8,4.0,204,68.0,6.0,2.0,9,4.0,68.0,7
0,0,7,7,0.0,0,48.0,0.0,0.0,54,0.0,48.0,4
0,0,7,5,0.0,75,53.0,1.0,5.0,7,1.0,53.0,4
1,1,6,1,0.0,93,22.0,0.0,2.0,72,0.0,22.0,7
0,0,8,1,4.0,90,31.0,8.0,2.0,30,4.0,31.0,5
2,0,0,0,2.0,85,11.0,3.0,2.0,70,2.0,11.0,1
1,1,6,1,0.0,112,58.0,1.0,6.0,6,4.0,58.0,7
0,0,9,3,0.0,183,70.0,1.0,3.0,1,1.0,70.0,8
1,1,9,3,0.0,0,23.0,0.0,0.0,100,0.0,23.0,7
0,0,9,7,0.0,90,66.0,1.0,4.0,5,1.0,66.0,4
2,1,0,0,4.0,200,23.0,4.0,2.0,20,4.0,23.0,2
2,0,0,1,4.0,147,10.0,1.0,6.0,3,0.0,10.0,1
2,1,0,0,0.0,84,27.0,1.0,6.0,3,2.0,25.0,2
0,0,8,7,0.0,83,12.0,1.0,4.0,2,3.0,12.0,5
2,1,1,0,2.0,82,67.0,3.0,2.0,63,2.0,67.0,6
2,1,3,7,1.0,90,6.0,2.0,2.0,38,1.0,6.0,6
0,1,12,1,0.0,150,10.0,1.0,4.0,3,4.0,8.0,3
0,0,10,1,0.0,0,22.0,0.0,0.0,80,0.0,22.0,8
0,0,2,2,0.0,75,61.0,1.0,3.0,3,1.0,61.0,8
2,0,2,0,2.0,100,6.0,3.0,2.0,70,2.0,6.0,1
0,0,6,5,0.0,0,13.0,0.0,0.0,67,0.0,13.0,8
1,1,7,4,1.0,108,1.0,1.0,4.0,9,4.0,6.0,7
1,1,8,2,1.0,76,7.0,2.0,2.0,114,1.0,7.0,7
0,0,8,8,4.0,123,71.0,5.0,2.0,7,4.0,71.0,5
2,1,3,5,1.0,170,18.0,1.0,4.0,15,0.0,26.0,6
2,0,3,0,0.0,66,23.0,1.0,4.0,10,2.0,1.0,1
0,0,9,2,0.0,85,49.0,1.0,5.0,5,1.0,50.0,8
1,1,9,1,4.0,172,46.0,1.0,5.0,9,0.0,14.0,7
0,1,2,5,0.0,85,22.0,1.0,4.0,5,1.0,22.0,3
0,0,11,4,1.0,202,20.0,1.0,5.0,18,0.0,71.0,8
1,1,4,1,4.0,141,29.0,1.0,5.0,6,0.0,29.0,7
0,1,5,5,1.0,68,50.0,2.0,2.0,22,1.0,50.0,3
0,0,6,5,1.0,90,38.0,2.0,2.0,35,1.0,38.0,8
2,1,0,0,0.0,0,62.0,0.0,0.0,77,0.0,62.0,2
0,0,7,5,4.0,190,41.0,8.0,2.0,5,4.0,41.0,4
1,0,7,4,0.0,0,55.0,0.0,0.0,100,0.0,55.0,4
2,1,0,1,4.0,147,45.0,4.0,2.0,18,4.0,45.0,2
2,0,1,0,2.0,217,35.0,1.0,4.0,5,0.0,35.0,9
1,1,9,3,0.0,0,23.0,0.0,0.0,85,0.0,23.0,7
0,0,6,8,0.0,0,20.0,0.0,0.0,68,0.0,20.0,8
1,1,6,1,4.0,143,22.0,1.0,3.0,2,0.0,22.0,7
1,1,9,1,4.0,89,69.0,5.0,2.0,34,4.0,69.0,7
2,0,0,0,0.0,0,31.0,0.0,0.0,82,0.0,31.0,1
2,1,0,0,2.0,160,29.0,1.0,3.0,5,0.0,29.0,2
0,0,7,7,0.0,0,59.0,0.0,0.0,67,0.0,59.0,4
0,0,7,7,0.0,0,44.0,0.0,0.0,60,0.0,44.0,4
1,1,11,4,0.0,180,20.0,0.0,1.0,60,0.0,20.0,7
0,0,6,5,0.0,126,71.0,0.0,1.0,114,0.0,71.0,8
2,1,0,0,4.0,183,45.0,8.0,2.0,5,4.0,45.0,2
1,1,6,4,1.0,220,15.0,1.0,3.0,2,0.0,15.0,7
1,1,8,1,4.0,170,44.0,1.0,5.0,5,0.0,44.0,7
2,1,1,0,0.0,0,63.0,0.0,0.0,78,0.0,63.0,6
2,1,0,0,0.0,80,51.0,1.0,3.0,1,2.0,51.0,2
2,0,1,0,0.0,83,15.0,1.0,3.0,1,2.0,15.0,9
0,0,10,8,0.0,58,21.0,1.0,3.0,2,4.0,21.0,8
1,1,8,1,4.0,138,1.0,1.0,4.0,7,0.0,20.0,7
1,1,3,2,0.0,195,50.0,0.0,1.0,45,0.0,50.0,7
0,1,12,1,4.0,103,16.0,5.0,2.0,42,4.0,16.0,3
2,1,0,0,2.0,155,42.0,1.0,3.0,2,4.0,42.0,2
0,0,5,5,1.0,78,69.0,2.0,2.0,122,1.0,69.0,8
2,1,0,0,2.0,148,19.0,1.0,3.0,0,0.0,19.0,2
0,0,5,5,1.0,188,2.0,1.0,4.0,12,0.0,27.0,8
1,1,5,1,0.0,0,32.0,0.0,0.0,120,0.0,32.0,7
0,0,8,7,0.0,70,4.0,1.0,3.0,2,1.0,4.0,5
2,0,1,0,2.0,85,68.0,3.0,2.0,75,2.0,68.0,9
2,0,1,0,0.0,0,27.0,0.0,0.0,77,0.0,27.0,9
0,0,4,3,4.0,127,65.0,2.0,2.0,8,4.0,65.0,8
2,0,0,0,0.0,75,0.0,1.0,6.0,3,2.0,0.0,1
0,0,4,5,0.0,0,44.0,0.0,0.0,80,0.0,44.0,8
2,0,3,7,0.0,90,33.0,1.0,3.0,3,1.0,33.0,0
2,0,0,0,4.0,154,10.0,4.0,2.0,16,4.0,10.0,1
1,1,5,1,0.0,0,58.0,0.0,0.0,100,0.0,58.0,7
0,0,6,5,1.0,85,61.0,2.0,2.0,105,1.0,61.0,8
2,1,3,2,0.0,88,41.0,1.0,5.0,10,1.0,55.0,6
2,1,1,0,0.0,80,55.0,1.0,3.0,2,2.0,55.0,6
2,0,1,0,0.0,213,73.0,0.0,1.0,27,0.0,73.0,9
2,1,8,1,4.0,125,27.0,6.0,2.0,15,4.0,27.0,6
1,1,5,1,0.0,169,42.0,0.0,1.0,71,0.0,42.0,7
2,0,3,3,0.0,65,23.0,1.0,5.0,10,1.0,7.0,0
0,1,3,1,0.0,134,22.0,0.0,2.0,40,0.0,22.0,3
0,0,4,7,0.0,205,6.0,0.0,1.0,35,0.0,6.0,4
2,0,0,0,0.0,142,18.0,1.0,6.0,2,4.0,18.0,1
0,0,9,5,0.0,0,3.0,0.0,0.0,78,0.0,3.0,8
0,1,8,1,4.0,220,19.0,1.0,4.0,10,0.0,22.0,3
2,0,1,0,2.0,127,15.0,1.0,3.0,3,0.0,15.0,9
1,1,7,1,0.0,145,21.0,0.0,1.0,95,0.0,21.0,7
4,1,4,2,1.0,85,0.0,2.0,2.0,85,1.0,0.0,3
1,1,8,1,0.0,0,22.0,0.0,0.0,88,0.0,22.0,7
1,1,10,4,0.0,192,15.0,0.0,1.0,48,0.0,15.0,7
1,1,9,1,4.0,103,23.0,6.0,2.0,20,4.0,23.0,7
1,1,9,2,1.0,63,69.0,2.0,2.0,104,1.0,69.0,7
2,0,0,1,0.0,85,42.0,1.0,3.0,3,4.0,42.0,1
2,1,0,0,4.0,142,59.0,1.0,3.0,0,0.0,59.0,2
0,0,5,5,0.0,0,32.0,0.0,0.0,80,0.0,32.0,8
0,0,10,4,1.0,75,29.0,2.0,2.0,55,1.0,29.0,8
0,0,5,5,4.0,192,47.0,1.0,5.0,6,0.0,47.0,8
2,1,3,0,0.0,187,18.0,0.0,1.0,53,0.0,18.0,6
2,1,1,0,0.0,170,64.0,1.0,3.0,2,4.0,64.0,6
2,0,0,0,0.0,152,39.0,0.0,2.0,0,0.0,39.0,1
2,0,3,5,4.0,148,18.0,6.0,2.0,43,4.0,18.0,0
2,1,0,0,0.0,173,16.0,0.0,1.0,67,0.0,16.0,2
1,1,8,1,0.0,160,50.0,0.0,1.0,80,0.0,50.0,7
2,1,0,0,0.0,82,19.0,1.0,3.0,3,2.0,19.0,2
1,1,7,8,1.0,200,22.0,1.0,6.0,3,0.0,22.0,7
2,0,1,0,0.0,0,20.0,0.0,0.0,130,0.0,20.0,9
2,0,3,7,0.0,130,27.0,1.0,4.0,5,4.0,25.0,0
1,1,8,1,0.0,150,23.0,0.0,1.0,90,0.0,23.0,7
0,0,7,7,4.0,140,58.0,1.0,3.0,2,1.0,58.0,4
0,0,9,2,1.0,90,65.0,2.0,2.0,105,1.0,65.0,8
1,0,7,3,0.0,0,44.0,0.0,0.0,62,0.0,44.0,4
2,1,4,5,0.0,192,29.0,0.0,1.0,48,0.0,29.0,6
0,1,2,2,0.0,83,20.0,1.0,4.0,7,1.0,22.0,3
2,0,0,0,2.0,87,27.0,3.0,2.0,58,2.0,27.0,1
0,0,6,7,0.0,190,42.0,0.0,1.0,50,0.0,42.0,4
2,0,4,3,0.0,0,6.0,0.0,0.0,52,0.0,6.0,0
0,0,6,5,0.0,70,10.0,1.0,5.0,15,1.0,72.0,8
1,1,6,3,0.0,0,30.0,0.0,0.0,87,0.0,30.0,7
0,0,11,1,0.0,120,22.0,1.0,5.0,10,4.0,22.0,8
2,1,0,0,0.0,80,36.0,1.0,3.0,2,2.0,36.0,2
0,0,10,3,0.0,175,27.0,0.0,1.0,65,0.0,27.0,8
2,1,5,5,0.0,0,17.0,0.0,0.0,78,0.0,17.0,6
1,1,6,1,0.0,130,22.0,0.0,1.0,110,0.0,22.0,7
2,1,0,0,0.0,83,58.0,1.0,3.0,2,2.0,58.0,2
2,0,0,0,4.0,173,54.0,1.0,3.0,5,0.0,54.0,1
0,1,8,5,0.0,73,49.0,1.0,5.0,14,1.0,40.0,3
2,1,1,0,2.0,212,55.0,1.0,3.0,1,0.0,55.0,6
0,0,5,8,1.0,61,25.0,2.0,2.0,72,1.0,25.0,8
0,0,6,1,0.0,95,7.0,1.0,4.0,5,4.0,7.0,8
0,1,12,1,4.0,160,52.0,1.0,4.0,3,0.0,52.0,3
0,1,11,1,0.0,177,49.0,0.0,1.0,63,0.0,49.0,3
0,0,7,8,1.0,235,55.0,1.0,5.0,2,0.0,55.0,4
2,0,0,0,2.0,85,7.0,3.0,2.0,60,2.0,7.0,1
2,0,2,0,2.0,150,19.0,1.0,5.0,3,4.0,22.0,1
2,0,1,0,0.0,0,24.0,0.0,0.0,74,0.0,24.0,9
2,0,3,0,2.0,162,26.0,3.0,2.0,50,2.0,26.0,1
1,1,8,3,0.0,95,5.0,1.0,3.0,1,1.0,5.0,7
0,0,6,7,0.0,0,62.0,0.0,0.0,60,0.0,62.0,4
2,1,3,2,1.0,75,5.0,2.0,2.0,150,1.0,5.0,6
2,0,1,0,0.0,212,2.0,0.0,1.0,28,0.0,2.0,9
0,0,6,8,0.0,0,58.0,0.0,0.0,85,0.0,58.0,8
1,1,7,1,0.0,90,44.0,1.0,3.0,2,4.0,44.0,7
0,1,6,1,0.0,157,50.0,0.0,1.0,83,0.0,50.0,3
0,0,5,3,0.0,90,23.0,1.0,3.0,5,1.0,23.0,8
1,1,5,1,4.0,153,71.0,1.0,3.0,2,0.0,71.0,7
2,1,0,1,0.0,0,49.0,0.0,0.0,95,0.0,49.0,2
0,0,9,4,1.0,185,29.0,1.0,5.0,5,0.0,31.0,8
0,0,9,4,0.0,0,12.0,0.0,0.0,78,0.0,12.0,8
0,0,10,8,4.0,162,45.0,0.0,2.0,0,4.0,45.0,8
0,0,7,5,0.0,195,42.0,0.0,1.0,45,0.0,42.0,4
0,0,5,5,4.0,112,60.0,1.0,7.0,21,0.0,44.0,8
2,1,1,0,0.0,74,14.0,1.0,3.0,3,2.0,14.0,6
2,0,0,0,4.0,158,14.0,1.0,4.0,3,0.0,16.0,1
0,0,6,5,1.0,113,45.0,1.0,5.0,7,4.0,45.0,8
0,0,8,8,1.0,170,22.0,1.0,6.0,10,0.0,40.0,5
0,0,5,8,1.0,70,46.0,2.0,2.0,120,1.0,46.0,8
2,0,5,5,0.0,85,35.0,1.0,4.0,15,4.0,22.0,0
0,0,6,5,0.0,0,44.0,0.0,0.0,102,0.0,44.0,8
1,1,5,4,0.0,192,58.0,0.0,1.0,48,0.0,58.0,7
2,1,0,0,4.0,147,8.0,4.0,2.0,8,4.0,8.0,2
2,0,3,0,0.0,150,68.0,0.0,1.0,90,0.0,68.0,1
2,0,0,0,0.0,84,21.0,1.0,3.0,1,2.0,21.0,1
0,0,9,7,1.0,205,58.0,1.0,5.0,12,0.0,49.0,4
2,1,0,0,0.0,0,73.0,0.0,0.0,81,0.0,73.0,2
0,0,6,7,1.0,200,30.0,1.0,4.0,8,0.0,27.0,4
1,1,6,1,4.0,92,56.0,4.0,2.0,25,4.0,56.0,7
2,1,1,0,0.0,0,45.0,0.0,0.0,80,0.0,45.0,6
1,1,6,5,0.0,73,7.0,1.0,4.0,8,1.0,22.0,7
2,0,0,0,0.0,83,52.0,1.0,3.0,2,2.0,52.0,1
2,0,0,0,0.0,202,55.0,0.0,1.0,38,0.0,55.0,1
0,0,3,8,0.0,90,45.0,1.0,4.0,15,1.0,14.0,8
2,0,0,0,0.0,0,37.0,0.0,0.0,82,0.0,37.0,1
0,0,9,2,0.0,0,65.0,0.0,0.0,95,0.0,65.0,8
2,0,0,0,2.0,160,7.0,1.0,3.0,3,0.0,8.0,1
2,0,1,0,0.0,0,14.0,0.0,0.0,70,0.0,14.0,9
4,1,3,5,0.0,190,64.0,0.0,1.0,50,0.0,64.0,3
1,1,7,4,0.0,210,47.0,0.0,1.0,30,0.0,47.0,7
2,1,1,0,0.0,160,32.0,0.0,2.0,8,0.0,32.0,6
2,0,2,0,0.0,178,2.0,0.0,1.0,62,0.0,2.0,1
0,0,8,5,4.0,165,22.0,1.0,4.0,15,4.0,10.0,5
1,1,6,2,4.0,160,4.0,8.0,2.0,3,4.0,4.0,7
2,0,0,0,2.0,133,48.0,1.0,3.0,2,0.0,48.0,1
0,0,8,2,1.0,165,42.0,1.0,3.0,5,0.0,42.0,5
2,1,1,0,0.0,0,24.0,0.0,0.0,83,0.0,24.0,6
2,1,0,0,4.0,172,5.0,4.0,2.0,20,4.0,5.0,2
0,0,12,1,0.0,0,5.0,0.0,0.0,115,0.0,5.0,8
4,1,0,0,4.0,185,43.0,1.0,7.0,3,0.0,43.0,2
2,0,1,0,0.0,215,45.0,0.0,1.0,25,0.0,45.0,9
2,1,0,0,0.0,0,71.0,0.0,0.0,80,0.0,71.0,2
2,1,1,0,2.0,150,41.0,1.0,3.0,2,0.0,41.0,6
2,1,1,0,2.0,157,9.0,1.0,3.0,3,0.0,9.0,6
0,0,8,5,0.0,75,61.0,1.0,5.0,3,1.0,61.0,5
2,0,4,5,0.0,0,31.0,0.0,0.0,83,0.0,31.0,0
0,0,10,1,4.0,210,12.0,1.0,3.0,1,0.0,12.0,8
0,0,10,5,0.0,0,5.0,0.0,0.0,55,0.0,5.0,8
1,1,6,1,4.0,122,40.0,5.0,2.0,38,4.0,40.0,7
0,0,8,2,4.0,110,51.0,1.0,5.0,8,4.0,5.0,5
0,0,8,2,0.0,0,45.0,0.0,0.0,70,0.0,45.0,5
2,1,0,0,0.0,82,48.0,1.0,3.0,1,2.0,48.0,2
0,0,6,4,0.0,198,71.0,0.0,1.0,42,0.0,71.0,8
0,0,7,5,0.0,85,59.0,1.0,5.0,5,1.0,59.0,4
0,0,5,8,0.0,77,58.0,1.0,5.0,6,1.0,59.0,8
2,1,3,5,0.0,67,50.0,1.0,4.0,1,1.0,37.0,6
0,0,4,2,0.0,0,9.0,0.0,0.0,87,0.0,9.0,8
0,0,9,8,0.0,0,32.0,0.0,0.0,73,0.0,32.0,8
2,1,1,0,0.0,162,28.0,0.0,2.0,20,0.0,28.0,6
0,0,7,8,0.0,0,45.0,0.0,0.0,70,0.0,45.0,4
2,1,1,0,0.0,74,69.0,1.0,3.0,3,2.0,69.0,6
1,1,9,4,0.0,159,69.0,0.0,1.0,81,0.0,69.0,7
2,1,1,0,0.0,75,31.0,1.0,4.0,13,2.0,31.0,6
2,0,2,0,0.0,100,75.0,1.0,4.0,10,4.0,56.0,1
0,0,12,7,1.0,58,65.0,2.0,2.0,32,1.0,65.0,4
1,1,6,1,4.0,162,29.0,8.0,2.0,13,4.0,29.0,7
0,0,7,5,1.0,143,64.0,2.0,2.0,12,1.0,64.0,4
2,0,3,8,0.0,65,14.0,1.0,4.0,5,4.0,14.0,0
0,0,4,5,1.0,200,1.0,1.0,5.0,8,0.0,22.0,8
2,0,5,2,4.0,104,32.0,2.0,2.0,97,4.0,32.0,0
2,0,3,0,2.0,163,61.0,1.0,4.0,4,3.0,24.0,1
0,0,8,5,0.0,228,14.0,0.0,1.0,12,0.0,14.0,5
1,1,9,1,0.0,100,22.0,1.0,3.0,2,4.0,22.0,7
1,1,7,4,0.0,142,62.0,0.0,2.0,8,0.0,62.0,7
2,0,0,0,2.0,129,11.0,1.0,3.0,1,0.0,11.0,1
0,0,9,5,0.0,201,31.0,0.0,1.0,39,0.0,31.0,8
0,1,12,8,4.0,157,5.0,6.0,2.0,23,4.0,5.0,3
2,0,0,0,0.0,70,21.0,1.0,6.0,10,2.0,19.0,1
2,0,0,0,4.0,182,23.0,4.0,2.0,28,4.0,23.0,1
0,0,7,4,0.0,87,32.0,1.0,5.0,6,1.0,29.0,4
2,0,0,0,0.0,178,29.0,0.0,1.0,62,0.0,29.0,1
0,0,10,7,0.0,0,62.0,0.0,0.0,80,0.0,62.0,4
0,0,6,5,0.0,70,18.0,1.0,5.0,5,1.0,18.0,8
0,0,5,3,1.0,88,41.0,2.0,2.0,84,1.0,41.0,8
2,0,0,0,4.0,158,15.0,4.0,2.0,17,4.0,15.0,1
1,0,5,4,0.0,0,69.0,0.0,0.0,78,0.0,69.0,0
1,1,6,7,1.0,190,4.0,1.0,3.0,2,0.0,4.0,7
1,1,7,7,0.0,197,69.0,0.0,1.0,43,0.0,69.0,7
2,0,0,0,0.0,82,38.0,1.0,3.0,0,2.0,38.0,1
1,1,3,5,0.0,195,65.0,0.0,1.0,45,0.0,65.0,7
0,0,9,1,0.0,130,24.0,0.0,1.0,110,0.0,24.0,8
0,0,8,4,0.0,210,44.0,0.0,1.0,30,0.0,44.0,5
2,0,1,0,0.0,0,15.0,0.0,0.0,80,0.0,15.0,9
2,0,2,0,0.0,0,7.0,0.0,0.0,100,0.0,7.0,1
0,0,7,7,1.0,205,25.0,1.0,4.0,13,0.0,15.0,4
0,0,11,8,0.0,0,4.0,0.0,0.0,70,0.0,4.0,8
2,1,3,3,1.0,85,21.0,2.0,2.0,120,1.0,21.0,6
1,1,8,8,0.0,0,45.0,0.0,0.0,90,0.0,45.0,7
1,1,7,4,0.0,185,10.0,0.0,1.0,55,0.0,10.0,7
0,0,4,2,0.0,0,30.0,0.0,0.0,80,0.0,30.0,8
2,1,1,0,0.0,195,4.0,0.0,1.0,45,0.0,4.0,6
0,0,9,7,0.0,228,30.0,0.0,1.0,12,0.0,30.0,4
1,1,11,1,4.0,175,23.0,1.0,5.0,5,0.0,22.0,7
0,0,9,3,0.0,183,28.0,0.0,1.0,57,0.0,28.0,8
4,0,0,1,0.0,151,71.0,0.0,2.0,11,0.0,71.0,0
1,1,5,2,0.0,234,8.0,0.0,1.0,6,0.0,8.0,7
2,1,1,0,0.0,225,17.0,0.0,1.0,15,0.0,17.0,6
1,1,6,3,0.0,145,17.0,1.0,6.0,5,1.0,17.0,7
2,0,1,0,0.0,227,26.0,0.0,1.0,13,0.0,26.0,9
2,0,0,0,4.0,145,28.0,5.0,2.0,18,4.0,28.0,1
0,0,2,0,4.0,147,1.0,6.0,2.0,20,4.0,1.0,8
1,1,8,1,0.0,105,32.0,1.0,3.0,2,4.0,32.0,7
0,0,5,3,0.0,0,13.0,0.0,0.0,70,0.0,13.0,8
2,1,0,0,0.0,142,44.0,0.0,1.0,98,0.0,44.0,2
1,1,5,2,4.0,82,55.0,1.0,5.0,3,1.0,55.0,7
1,1,10,5,4.0,187,45.0,8.0,2.0,13,4.0,45.0,7
2,0,1,0,0.0,72,32.0,1.0,3.0,1,2.0,32.0,9
0,0,6,5,0.0,0,23.0,0.0,0.0,65,0.0,23.0,8
0,1,11,1,4.0,125,40.0,1.0,3.0,5,0.0,40.0,3
2,0,1,0,4.0,182,4.0,1.0,7.0,3,0.0,4.0,9
2,0,0,0,0.0,85,6.0,1.0,3.0,2,2.0,6.0,1
0,0,9,5,0.0,0,41.0,0.0,0.0,65,0.0,41.0,8
1,0,11,1,0.0,142,12.0,0.0,1.0,98,0.0,12.0,7
2,1,2,0,0.0,105,0.0,1.0,3.0,2,4.0,0.0,6
2,1,0,0,0.0,147,51.0,0.0,1.0,93,0.0,51.0,2
2,0,3,0,0.0,90,12.0,1.0,4.0,10,2.0,4.0,1
1,1,8,1,0.0,0,49.0,0.0,0.0,100,0.0,49.0,7
1,1,6,3,0.0,80,12.0,1.0,5.0,6,1.0,14.0,7
2,0,1,0,0.0,0,38.0,0.0,0.0,73,0.0,38.0,9
0,0,6,3,0.0,0,23.0,0.0,0.0,90,0.0,23.0,8
0,0,11,8,0.0,0,27.0,0.0,0.0,82,0.0,27.0,8
2,1,0,0,4.0,192,58.0,1.0,3.0,0,0.0,58.0,2
2,0,1,0,2.0,233,31.0,1.0,4.0,4,0.0,31.0,9
1,1,7,4,0.0,192,76.0,0.0,1.0,48,0.0,76.0,7
1,1,7,8,0.0,142,42.0,0.0,1.0,98,0.0,42.0,7
2,1,1,0,2.0,79,4.0,3.0,2.0,83,2.0,4.0,6
2,0,1,0,0.0,155,23.0,0.0,2.0,48,0.0,23.0,9
0,0,9,5,1.0,95,71.0,2.0,2.0,85,1.0,71.0,8
1,1,10,1,0.0,97,11.0,1.0,3.0,2,4.0,11.0,7
1,1,6,3,1.0,155,56.0,1.0,3.0,3,0.0,56.0,7
0,0,6,8,4.0,143,25.0,2.0,2.0,67,4.0,25.0,8
1,1,8,1,4.0,142,29.0,1.0,4.0,5,4.0,29.0,7
1,1,9,1,0.0,148,21.0,0.0,1.0,92,0.0,21.0,7
0,0,4,3,0.0,223,57.0,0.0,1.0,17,0.0,57.0,8
0,0,11,5,0.0,0,5.0,0.0,0.0,95,0.0,5.0,8
2,0,2,0,4.0,227,32.0,1.0,3.0,5,0.0,32.0,1
2,1,0,0,0.0,152,46.0,0.0,2.0,3,0.0,46.0,2
2,1,1,0,0.0,179,9.0,0.0,1.0,61,0.0,9.0,6
0,1,7,2,1.0,175,18.0,1.0,4.0,3,0.0,19.0,3
0,1,7,1,4.0,143,58.0,1.0,5.0,2,0.0,58.0,3
1,1,8,1,0.0,87,49.0,1.0,6.0,2,4.0,49.0,7
2,1,2,0,0.0,165,15.0,0.0,1.0,75,0.0,15.0,6
1,1,6,1,0.0,101,50.0,1.0,3.0,1,4.0,50.0,7
2,0,1,0,2.0,162,20.0,1.0,3.0,3,0.0,20.0,9
0,0,10,6,0.0,0,51.0,0.0,0.0,140,0.0,51.0,8
1,1,7,1,0.0,0,45.0,0.0,0.0,100,0.0,45.0,7
2,0,0,0,4.0,185,32.0,1.0,3.0,2,0.0,32.0,1
2,1,1,0,0.0,0,29.0,0.0,0.0,80,0.0,29.0,6
2,1,1,0,0.0,232,30.0,0.0,1.0,8,0.0,30.0,6
0,0,9,4,0.0,0,15.0,0.0,0.0,70,0.0,15.0,8
2,1,0,0,2.0,83,19.0,3.0,2.0,60,2.0,19.0,2
1,1,6,5,0.0,0,43.0,0.0,0.0,81,0.0,43.0,7
0,0,5,4,0.0,80,72.0,1.0,5.0,1,1.0,72.0,8
2,0,1,0,0.0,158,53.0,0.0,1.0,82,0.0,53.0,9
2,1,3,8,1.0,185,12.0,1.0,4.0,2,3.0,11.0,6
1,1,5,1,0.0,80,11.0,1.0,3.0,3,4.0,11.0,7
